Species,Diameter,Condition,Sidewalk_Condition,Borough,Longitude,Latitude
QUPA,20,Good,Good,Bronx,-73.869909,40.900886
QUPA,26,Good,Good,Bronx,-73.869909,40.900886
QUPA,26,Good,Good,Bronx,-73.869909,40.900886
ACPL,13,Good,Raised,Bronx,-73.850407,40.85626
ACPL,17,Good,Raised,Bronx,-73.850407,40.85626
ACPL,9,Good,Raised,Bronx,-73.850407,40.85626
ACPL,6,Good,Raised,Bronx,-73.850405,40.856207
ACPL,13,Good,Raised,Bronx,-73.850412,40.856366
ACPL,12,Good,Raised,Bronx,-73.850412,40.856366
ACPL,14,Good,Raised,Bronx,-73.850412,40.856366
ACPL,19,Good,Raised,Bronx,-73.850412,40.856366
ACPL,19,Good,Raised,Bronx,-73.850419,40.856524
ACPL,25,Good,Raised,Bronx,-73.850419,40.856524
ACPL,6,Good,Good,Bronx,-73.863729,40.89727
QUPA,18,Good,Good,Bronx,-73.864328,40.897204
QUPA,19,Excellent,Raised,Bronx,-73.864328,40.897204
QUPA,12,Good,Raised,Bronx,-73.863512,40.897295
QUPA,20,Good,Raised,Bronx,-73.863512,40.897295
GLTR,9,Excellent,Raised,Bronx,-73.863152,40.897338
GLTR,10,Excellent,Good,Bronx,-73.863152,40.897338
QUPA,10,Good,Good,Bronx,-73.863304,40.897319
PS,0,Planting Space,Good,Brooklyn,1,1
ACPL,13,Good,Good,Bronx,-73.863304,40.897319
QUPA,20,Good,Raised,Bronx,-73.850421,40.856578
ACPL,15,Dead,Good,Bronx,-73.863304,40.897319
ACPL,15,Good,Good,Bronx,-73.863304,40.897319
QUPA,25,Good,Raised,Bronx,-73.850423,40.85663
ACPL,18,Good,Raised,Bronx,-73.850423,40.85663
ACPL,3,Good,Raised,Bronx,1,1
QUPA,41,Good,Raised,Bronx,-73.866988,40.896477
QUPA,14,Good,Raised,Bronx,-73.86698,40.896435
GIBI,18,Good,Raised,Bronx,1,1
QUPA,13,Good,Raised,Bronx,-73.866972,40.896392
ACPL,6,Good,Raised,Bronx,1,1
ACPL,6,Good,Raised,Bronx,1,1
QUPA,11,Good,Raised,Bronx,-73.863644,40.897972
ACPL,15,Good,Raised,Bronx,-73.863644,40.897972
ACSA1,24,Good,Raised,Bronx,-73.863644,40.897972
QUPA,15,Good,Good,Bronx,-73.863708,40.897966
ACPL,11,Good,Good,Bronx,-73.863773,40.897959
QUPA,15,Good,Good,Bronx,-73.863901,40.897947
QUPA,12,Good,Raised,Bronx,-73.863901,40.897947
ACPL,15,Good,Raised,Bronx,1,1
QUPA,18,Good,Raised,Bronx,-73.863901,40.897947
QUPA,19,Good,Good,Bronx,-73.863708,40.897966
QUPA,12,Good,Good,Bronx,-73.86778,40.900732
ACPL,20,Good,Raised,Bronx,1,1
QUPA,12,Good,Good,Bronx,-73.86778,40.900732
QUPA,11,Good,Good,Bronx,-73.86778,40.900732
QUPA,16,Good,Good,Bronx,-73.86778,40.900732
QUPA,3,Good,Good,Bronx,-73.86778,40.900732
QUPA,4,Good,Good,Bronx,-73.86778,40.900732
TICO,4,Good,Raised,Bronx,1,1
TICO,14,Good,Raised,Bronx,1,1
TICO,16,Good,Raised,Bronx,1,1
QUPA,21,Good,Good,Bronx,-73.867662,40.900105
ACPL,16,Good,Raised,Bronx,1,1
ACPL,16,Good,Raised,Bronx,1,1
QUPA,22,Good,Good,Bronx,-73.867601,40.899774
GLTR,3,Good,Good,Bronx,-73.867613,40.89984
ACPL,17,Poor,Raised,Bronx,1,1
GLTR,2,Good,Good,Bronx,-73.86765,40.900039
QUPA,2,Good,Good,Bronx,-73.867698,40.900303
ACPL,14,Poor,Raised,Bronx,1,1
ACPL,11,Good,Raised,Bronx,1,1
ACPL,12,Good,Raised,Bronx,1,1
ACPL,11,Good,Raised,Bronx,1,1
ACPL,19,Good,Raised,Bronx,-73.863201,40.900091
ACPL,13,Good,Raised,Bronx,1,1
ACPL,16,Fair,Raised,Bronx,-73.863201,40.900091
ACRU,25,Unknown,Raised,Bronx,-73.85743,40.885219
ACPL,22,Good,Raised,Bronx,-73.863947,40.900021
ACPL,15,Fair,Raised,Bronx,1,1
ACPL,24,Good,Raised,Bronx,-73.863947,40.900021
ACPL,18,Good,Raised,Bronx,-73.864077,40.900007
ACPL,13,Good,Raised,Bronx,1,1
ACPL,15,Fair,Raised,Bronx,1,1
ACPS,20,Good,Raised,Bronx,-73.864143,40.9
ACPL,20,Good,Raised,Bronx,1,1
UNKNOWN,21,Good,Raised,Bronx,-73.864143,40.9
ACPS,29,Good,Raised,Bronx,-73.864404,40.899972
ACPS,23,Fair,Raised,Bronx,-73.864404,40.899972
ACPS,18,Fair,Good,Bronx,-73.864536,40.899958
ACSA2,23,Good,Raised,Bronx,-73.864536,40.899958
ACSA2,28,Good,Raised,Bronx,-73.864536,40.899958
PLAC,19,Good,Raised,Bronx,1,1
ACSA2,17,Good,Good,Bronx,-73.864601,40.899951
ACSA2,17,Good,Good,Bronx,-73.864665,40.899944
ACSA2,17,Good,Good,Bronx,-73.864732,40.899937
ACSA2,9,Good,Raised,Bronx,-73.864732,40.899937
ACSA2,15,Good,Good,Bronx,-73.864732,40.899937
ACSA2,18,Good,Raised,Bronx,-73.865221,40.899895
ACSA2,20,Good,Raised,Bronx,-73.865221,40.899895
PYCA,3,Good,Good,Bronx,-73.865221,40.899895
PYCA,15,Good,Good,Bronx,-73.864797,40.89993
GIBI,8,Good,Good,Bronx,-73.864797,40.89993
GIBI,11,Good,Good,Bronx,-73.864797,40.89993
PLAC,24,Good,Raised,Bronx,-73.851436,40.856137
PLAC,13,Good,Raised,Bronx,-73.851182,40.85615
PLAC,16,Good,Raised,Bronx,-73.851182,40.85615
PLAC,13,Good,Raised,Bronx,-73.851182,40.85615
ACPL,16,Good,Raised,Bronx,-73.851182,40.85615
ACPL,10,Good,Raised,Bronx,-73.851182,40.85615
ACPL,6,Good,Raised,Bronx,-73.851182,40.85615
ACPL,16,Good,Raised,Bronx,-73.851098,40.856154
ACPL,6,Fair,Raised,Bronx,-73.851012,40.856158
ACPL,13,Good,Raised,Bronx,-73.850407,40.85626
QUPA,13,Good,Raised,Bronx,-73.853645,40.85659
ULAM,25,Good,Raised,Bronx,-73.853645,40.85659
ACSA2,6,Good,Raised,Bronx,-73.853635,40.85654
QUPA,16,Good,Raised,Bronx,-73.853592,40.856343
QUPA,3,Good,Raised,Bronx,-73.853592,40.856343
TICO,4,Good,Raised,Bronx,-73.85357,40.856244
TICO,3,Good,Raised,Bronx,-73.85357,40.856244
ACSA2,14,Good,Raised,Bronx,-73.853506,40.855949
ACPL,10,Good,Raised,Bronx,-73.853506,40.855949
ACPL,16,Good,Raised,Bronx,-73.853506,40.855949
ACPL,10,Good,Raised,Bronx,-73.853506,40.855949
ACPL,11,Good,Raised,Bronx,-73.853506,40.855949
ACPL,11,Good,Raised,Bronx,-73.853506,40.855949
ACPL,15,Good,Raised,Bronx,-73.853527,40.856047
ACPL,16,Good,Raised,Bronx,-73.853581,40.856294
ACPL,16,Good,Raised,Bronx,-73.853581,40.856294
ACPL,15,Good,Raised,Bronx,-73.853624,40.85649
PLAC,25,Good,Raised,Bronx,-73.853635,40.85654
PLAC,18,Good,Raised,Bronx,-73.853635,40.85654
PLAC,24,Good,Raised,Bronx,-73.85371,40.856885
PLAC,18,Good,Raised,Bronx,-73.85371,40.856885
PLAC,21,Good,Raised,Bronx,-73.85371,40.856885
ACPL,20,Good,Raised,Bronx,-73.852178,40.855686
ACPL,12,Good,Raised,Bronx,-73.852681,40.856025
ACPL,11,Good,Raised,Bronx,-73.852796,40.856011
ACPL,15,Good,Raised,Bronx,-73.853027,40.855985
ACPL,9,Good,Raised,Bronx,-73.853027,40.855985
ACPL,15,Good,Raised,Bronx,-73.853027,40.855985
ACPL,6,Good,Raised,Bronx,-73.853257,40.855959
ACPL,17,Good,Raised,Bronx,-73.853213,40.855564
ACPL,11,Good,Raised,Bronx,-73.853506,40.855949
ACPL,15,Good,Raised,Bronx,-73.853506,40.855949
ACPL,20,Good,Raised,Bronx,-73.852178,40.855686
AC,18,Excellent,Good,Bronx,-73.860626,40.889658
ACPL,12,Good,Raised,Bronx,-73.852681,40.856025
ACPL,11,Good,Raised,Bronx,-73.852796,40.856011
ACPL,15,Good,Raised,Bronx,-73.853027,40.855985
ACPL,9,Good,Raised,Bronx,-73.853027,40.855985
AC,14,Excellent,Good,Bronx,-73.860609,40.88969
ACPL,15,Good,Raised,Bronx,-73.853027,40.855985
ACPL,6,Good,Raised,Bronx,-73.853257,40.855959
UNKDEAD,36,Dead,Good,Bronx,-73.856062,40.885576
TICO,22,Good,Raised,Bronx,-73.856117,40.885594
ACPL,17,Good,Raised,Bronx,-73.853213,40.855564
ACRU,32,Poor,Raised,Bronx,-73.856288,40.885649
ACPL,11,Good,Raised,Bronx,-73.853506,40.855949
ACRU,30,Good,Raised,Bronx,-73.856347,40.885667
UNKNOWN,22,Good,Raised,Bronx,-73.856347,40.885667
ACRU,15,Good,Raised,Bronx,-73.856402,40.885685
ACRU,16,Poor,Raised,Bronx,-73.856573,40.88574
ACPL,15,Good,Raised,Bronx,-73.853506,40.855949
ACPL,17,Good,Raised,Bronx,-73.853506,40.855949
ACRU,28,Good,Raised,Bronx,-73.856632,40.885758
ACPL,14,Good,Raised,Bronx,-73.853506,40.855949
ACRU,25,Good,Raised,Bronx,-73.856802,40.885813
ACRU,27,Good,Raised,Bronx,-73.857087,40.885904
ULAM,3,Good,Good,Bronx,-73.857713,40.886104
ULAM,3,Good,Good,Bronx,-73.857713,40.886104
ULAM,4,Good,Good,Bronx,-73.857713,40.886104
ULAM,4,Good,Good,Bronx,-73.858941,40.886492
ULAM,4,Good,Good,Bronx,-73.858941,40.886492
ULAM,3,Good,Good,Bronx,-73.858941,40.886492
ACPL,17,Good,Raised,Bronx,-73.853517,40.855998
ULAM,3,Good,Good,Bronx,-73.858941,40.886492
ACPL,16,Good,Raised,Bronx,-73.852452,40.856119
ACRU,12,Good,Raised,Bronx,-73.859337,40.886617
ACRU,12,Poor,Good,Bronx,-73.860194,40.886887
ACRU,13,Poor,Good,Bronx,-73.860194,40.886887
GLTR,3,Good,Good,Bronx,-73.866225,40.897003
GLTR,3,Good,Good,Bronx,-73.864545,40.89669
GLTR,3,Good,Good,Bronx,-73.864545,40.89669
ACPL,17,Good,Raised,Bronx,-73.852452,40.856119
ACRU,12,Unknown,Good,Bronx,-73.859906,40.886796
GLTR,3,Good,Good,Bronx,-73.86469,40.896323
GLTR,3,Good,Good,Bronx,-73.86469,40.896323
GLTR,3,Good,Good,Bronx,-73.86469,40.896323
GLTR,3,Good,Good,Bronx,-73.86469,40.896323
ACSA2,22,Poor,Good,Bronx,-73.860194,40.886887
ACRU,28,Fair,Raised,Bronx,-73.864472,40.896875
ACPL,10,Good,Good,Bronx,-73.854587,40.85635
ACPL,21,Excellent,Raised,Bronx,-73.864497,40.899268
ULAM,17,Good,Raised,Bronx,-73.862403,40.886764
ACPL,12,Good,Good,Bronx,-73.854518,40.855902
ACPL,18,Excellent,Raised,Bronx,-73.864497,40.899268
ACPL,16,Excellent,Raised,Bronx,-73.864497,40.899268
QUPA,28,Good,Good,Bronx,-73.854579,40.8563
LIST,18,Good,Good,Bronx,-73.862334,40.886742
ACPL,25,Excellent,Raised,Bronx,-73.864497,40.899268
LIST,36,Good,Raised,Bronx,-73.861986,40.886631
ACSA1,16,Good,Good,Bronx,-73.854617,40.856549
ACPL,20,Excellent,Raised,Bronx,-73.863294,40.899855
ACPL,21,Excellent,Raised,Bronx,-73.863294,40.899855
LIST,36,Good,Raised,Bronx,-73.861777,40.886564
ACPL,10,Good,Good,Bronx,-73.863764,40.898667
ACSA2,0,Good,Good,Bronx,1,1
QUPA,11,Good,Good,Bronx,-73.8637,40.898827
ACSA2,13,Good,Good,Bronx,1,1
ZESE,2,Good,Good,Bronx,-73.863641,40.898975
GIBI,23,Good,Good,Bronx,-73.859623,40.885911
ACPL,17,Good,Good,Bronx,-73.86358,40.89913
LIST,17,Good,Good,Bronx,-73.859451,40.88586
ACSA1,41,Excellent,Raised,Bronx,-73.863636,40.898988
ZESE,9,Good,Good,Bronx,-73.859451,40.88586
ZESE,7,Good,Good,Bronx,-73.859168,40.885775
ZESE,8,Good,Good,Bronx,-73.858346,40.885616
QUPA,15,Good,Good,Bronx,-73.864806,40.897851
TICO,3,Excellent,Good,Bronx,-73.864806,40.897851
GLTR,5,Good,Good,Bronx,-73.864794,40.897853
ACRU,23,Good,Raised,Bronx,-73.85743,40.885219
ACPL,7,Good,Good,Bronx,-73.864783,40.897854
ACPS,18,Good,Raised,Bronx,-73.864497,40.899268
ACRU,26,Unknown,Raised,Bronx,-73.85743,40.885219
ACPL,16,Poor,Raised,Bronx,-73.864751,40.899242
ACPL,16,Good,Raised,Bronx,-73.864815,40.899235
ACPL,13,Good,Good,Bronx,-73.864815,40.899235
ACPL,13,Good,Good,Bronx,-73.864847,40.899232
ACPL,12,Good,Good,Bronx,-73.864911,40.899225
ACPL,10,Good,Raised,Bronx,-73.864911,40.899225
ACPL,18,Good,Raised,Bronx,-73.864911,40.899225
UNKDEAD,18,Dead,Good,Bronx,-73.856972,40.885064
ACPL,11,Good,Raised,Bronx,-73.865006,40.899216
ACPL,12,Good,Raised,Bronx,-73.865006,40.899216
ACPL,10,Good,Raised,Bronx,-73.865006,40.899216
QUPA,1,Good,Good,Bronx,-73.865006,40.899216
QUPA,2,Good,Good,Bronx,-73.865006,40.899216
ACRU,10,Poor,Good,Bronx,-73.855456,40.884553
QUPA,19,Excellent,Raised,Bronx,-73.866812,40.896941
QUPA,20,Good,Good,Bronx,-73.866785,40.896944
QUPA,20,Good,Good,Bronx,-73.866838,40.896938
PEBO,5,Poor,Good,Bronx,-73.866838,40.896938
PEBO,4,Dead,Good,Bronx,-73.866838,40.896938
MA1,4,Good,Good,Bronx,-73.866838,40.896938
FRPE,4,Good,Good,Bronx,-73.852458,40.883597
MA1,4,Good,Good,Bronx,-73.866838,40.896938
MA1,3,Good,Good,Bronx,-73.866838,40.896938
FRPE,21,Poor,Raised,Bronx,-73.852251,40.88353
FRPE,21,Poor,Raised,Bronx,-73.852251,40.88353
MORU,7,Good,Good,Bronx,-73.866812,40.896941
ACRU,14,Good,Raised,Bronx,-73.85189,40.883414
COMA,5,Good,Good,Bronx,-73.866785,40.896944
ACPA,2,Good,Good,Bronx,-73.866785,40.896944
ACRU,18,Poor,Raised,Bronx,-73.851736,40.883365
ACPA,3,Good,Good,Bronx,-73.866785,40.896944
ACPA,2,Good,Good,Bronx,-73.866732,40.89695
FRPE,18,Good,Raised,Bronx,-73.851478,40.883282
ACRU,14,Good,Raised,Bronx,-73.851478,40.883282
PRAM,4,Good,Good,Bronx,-73.866732,40.89695
ACRU,16,Poor,Good,Bronx,-73.851478,40.883282
ACPA,2,Good,Good,Bronx,-73.866732,40.89695
ACPA,0,Good,Good,Bronx,-73.866732,40.89695
ACSA2,28,Poor,Raised,Bronx,-73.851425,40.883265
CR,0,Good,Good,Bronx,-73.866732,40.89695
TICO,7,Good,NA,Bronx,-73.867148,40.848072
ACPA,0,Good,Good,Bronx,-73.866732,40.89695
FRPE,5,Good,Good,Bronx,-73.851117,40.883166
MA1,0,Good,Good,Bronx,-73.866653,40.896958
UNKNOWN,0,Good,Good,Bronx,-73.866653,40.896958
ACRU,5,Good,Raised,Bronx,-73.851263,40.884042
ACRU,5,Unknown,Good,Bronx,-73.851418,40.884092
PR,11,Good,Good,Bronx,-73.866732,40.89695
ACRU,5,Poor,Good,Bronx,-73.85162,40.884157
FAGR,8,Good,Good,Bronx,-73.866732,40.89695
ACSA2,14,Good,Good,Bronx,-73.867092,40.847912
TICO,0,Good,Good,Bronx,-73.866653,40.896958
ACRU,5,Poor,Raised,Bronx,-73.8522,40.883514
FR,4,Good,Good,Bronx,-73.866571,40.896967
UNKDEAD,19,Dead,Good,Bronx,-73.852044,40.883464
QUPA,15,Good,Good,Bronx,-73.866624,40.896961
ACPL,23,Excellent,Raised,Bronx,-73.866492,40.896975
UNKNOWN,15,Unknown,Raised,Bronx,-73.852301,40.883547
ACPS,8,Good,Good,Bronx,-73.866492,40.896975
ACSA1,17,Poor,Raised,Bronx,-73.852405,40.88358
ACRU,18,Good,Good,Bronx,-73.866413,40.896983
ACSA1,24,Poor,Raised,Bronx,-73.852405,40.88358
PYCA,4,Good,Good,Bronx,-73.86669,40.846791
QUPA,19,Good,Raised,Bronx,-73.866304,40.896995
COMA,22,Good,NA,Bronx,-73.866525,40.84634
QUPA,19,Good,Raised,Bronx,-73.866278,40.896998
ACRU,18,Poor,Raised,Bronx,-73.852354,40.883564
QUPA,19,Good,Good,Bronx,-73.866225,40.897003
ULAM,12,Good,NA,Bronx,-73.866508,40.846293
QUPA,13,Good,Good,Bronx,-73.866225,40.897003
ACPS,11,Good,NA,Bronx,-73.866476,40.846205
ACPL,3,Good,Good,Bronx,-73.86609,40.897017
ACSA2,6,Good,NA,Bronx,-73.866459,40.846158
ACPL,3,Good,Good,Bronx,-73.86609,40.897017
UNKNOWN,4,Good,NA,Bronx,-73.866262,40.845617
UNKNOWN,6,Good,Good,Bronx,-73.853225,40.884671
UNKNOWN,4,Good,NA,Bronx,-73.866262,40.845617
SOJA,9,Good,Good,Bronx,-73.853495,40.884758
UNKNOWN,4,Good,NA,Bronx,-73.866262,40.845617
TICO,28,Good,Good,Bronx,-73.864245,40.897449
SOJA,7,Good,Good,Bronx,-73.853712,40.884827
GIBI,6,Excellent,NA,Bronx,-73.865663,40.843961
SOJA,10,Good,Good,Bronx,-73.853551,40.884775
TICO,3,Good,Good,Bronx,-73.864183,40.897607
GIBI,5,Excellent,NA,Bronx,-73.865653,40.843933
GIBI,8,Good,Raised,Bronx,-73.864183,40.897607
SOJA,9,Good,Good,Bronx,-73.853657,40.884809
ACPL,14,Good,Good,Bronx,-73.864143,40.897708
SOJA,8,Good,Good,Bronx,-73.853874,40.884878
PLAC,10,Good,Good,Bronx,-73.86402,40.898021
SOJA,10,Good,Good,Bronx,-73.853874,40.884878
ACPL,7,Good,Good,Bronx,-73.863967,40.898153
ACPL,13,Good,Raised,Bronx,-73.863939,40.898224
ACRU,21,Poor,Raised,Bronx,-73.854036,40.88493
ACPL,13,Good,NA,Bronx,-73.847675,40.859799
GIBI,2,Good,Good,Bronx,-73.863989,40.898099
ACRU,13,Poor,Raised,Bronx,-73.854091,40.884948
ACPL,11,Good,NA,Bronx,-73.847675,40.859799
ACPL,11,Good,Good,Bronx,-73.863911,40.898294
ACPL,14,Good,Raised,Bronx,-73.847675,40.859799
ACRU,8,Good,Good,Bronx,-73.854144,40.884964
PLAC,18,Good,Good,Bronx,-73.863927,40.898255
GIBI,6,Excellent,NA,Bronx,-73.865397,40.843191
ACPL,22,Dead,Raised,Bronx,-73.847354,40.85995
ACSA2,9,Good,NA,Bronx,-73.865307,40.842693
PLAC,19,Good,Good,Bronx,-73.847545,40.860977
ACPL,7,Good,NA,Bronx,-73.865329,40.842818
ACPL,8,Good,NA,Bronx,-73.865329,40.842818
ACPL,9,Good,NA,Bronx,-73.865341,40.842879
ULAM,13,Poor,Good,Bronx,-73.847334,40.860973
SOJA,8,Good,Good,Bronx,-73.854414,40.885051
ACPL,5,Good,NA,Bronx,-73.865341,40.842879
ULAM,12,Dead,Good,Bronx,-73.847334,40.860973
FRPE,12,Good,Raised,Bronx,-73.854685,40.885137
ACPL,6,Good,NA,Bronx,-73.865341,40.842879
ACPL,4,Good,NA,Bronx,-73.865341,40.842879
PLAC,12,Poor,Good,Bronx,-73.847308,40.86137
SOJA,12,Unknown,Raised,Bronx,-73.854793,40.885171
ACSA2,6,Good,NA,Bronx,-73.865341,40.842879
ACSA2,6,Good,NA,Bronx,-73.865341,40.842879
QUPA,26,Good,Good,Bronx,-73.879776,40.895179
GIBI,3,Good,NA,Bronx,-73.865341,40.842879
PLAC,13,Poor,Raised,Bronx,-73.847305,40.861444
PS,0,Planting Space,Good,Bronx,-73.879776,40.895179
QUPA,24,Good,Raised,Bronx,-73.879776,40.895179
PS,0,Planting Space,Good,Bronx,-73.879776,40.895179
PLAC,9,Good,Raised,Bronx,-73.847304,40.861481
GIBI,6,Good,NA,Bronx,-73.865611,40.843817
PLAC,15,Good,Raised,Bronx,-73.847304,40.861481
QUPA,28,Poor,Raised,Bronx,-73.876951,40.895817
GIBI,7,Good,NA,Bronx,-73.865653,40.843933
QUPA,20,Poor,Good,Bronx,-73.876883,40.895958
PLAC,13,Good,Good,Bronx,-73.847302,40.861555
QUPA,21,Poor,Good,Bronx,-73.87686,40.896004
GIBI,8,Excellent,NA,Bronx,-73.865715,40.844105
ACRU,14,Excellent,Raised,Bronx,-73.858159,40.888735
ACPL,8,Good,Good,Bronx,-73.847301,40.861593
UNKDEAD,2,Dead,Good,Bronx,-73.876791,40.896146
GIBI,7,Excellent,NA,Bronx,-73.865747,40.844193
ACPL,11,Good,Good,Bronx,-73.847299,40.861629
GIBI,4,Good,Good,Bronx,1,1
QUPA,28,Excellent,Raised,Bronx,-73.876769,40.896192
ACPL,12,Good,Good,Bronx,-73.847296,40.861739
GIBI,7,Good,Good,Bronx,1,1
ACRU,13,Excellent,Raised,Bronx,-73.858443,40.888826
QUPA,28,Good,Raised,Bronx,-73.876654,40.896427
QUPA,25,Good,Good,Bronx,-73.87654,40.896661
ACRU,12,Excellent,Raised,Bronx,-73.857875,40.888644
ACPL,13,Dead,Raised,Bronx,-73.847292,40.86185
QUPA,33,Excellent,Raised,Bronx,-73.87654,40.896661
QUPA,32,Excellent,Raised,Bronx,-73.87654,40.896661
ULAM,3,Good,Good,Bronx,-73.84729,40.861924
ACSA2,14,Good,NA,Bronx,-73.865768,40.84425
ACPL,16,Poor,Good,Bronx,-73.847285,40.862072
ACRU,17,Excellent,Raised,Bronx,-73.856253,40.888126
TICO,5,Good,NA,Bronx,-73.86669,40.846791
ACRU,18,Excellent,Raised,Bronx,-73.855684,40.887945
QUPA,7,Good,Good,Bronx,-73.874835,40.898433
PYCA,4,Good,Good,Bronx,1,1
ACRU,0,Excellent,NA,Bronx,-73.855799,40.887981
TICO,5,Excellent,NA,Bronx,-73.864805,40.841525
QUPA,7,Good,Good,Bronx,-73.875903,40.897548
QUPA,7,Good,Good,Bronx,-73.875903,40.897548
TICO,7,Good,NA,Bronx,-73.866525,40.84634
QUPA,17,Good,Good,Bronx,-73.84725,40.863215
QURU,10,Good,Good,Bronx,-73.87594,40.8975
QUPA,20,Good,Raised,Bronx,-73.84725,40.863215
ACRU,15,Excellent,Raised,Bronx,-73.855286,40.887818
UNKNOWN,7,Poor,NA,Bronx,-73.866295,40.845707
QUPA,19,Good,Raised,Bronx,-73.847249,40.863262
QURU,9,Poor,Good,Bronx,-73.875978,40.897452
TICO,9,Good,NA,Bronx,-73.866279,40.845663
QURU,10,Good,Good,Bronx,-73.876129,40.897261
QUPA,12,Dead,Good,Bronx,-73.847247,40.863312
QURU,11,Good,Good,Bronx,-73.876129,40.897261
ACRU,15,Excellent,Raised,Bronx,-73.85523,40.8878
TICO,7,Good,NA,Bronx,-73.866246,40.845573
TICO,13,Good,Good,Bronx,-73.876135,40.896865
ACSA1,11,Good,Good,Bronx,-73.847247,40.863312
QUPA,28,Good,Good,Bronx,-73.847246,40.863359
ZESE,3,Excellent,Raised,Bronx,-73.853552,40.887265
ACSA1,13,Good,Good,Bronx,-73.84724,40.863553
QURU,24,Good,Raised,Bronx,-73.875823,40.897557
ZESE,3,Excellent,Raised,Bronx,-73.853493,40.887247
ACPL,16,Good,Good,Bronx,-73.84724,40.863553
QURU,31,Good,Raised,Bronx,-73.875823,40.897557
ACRU,3,Excellent,Raised,Bronx,-73.853209,40.887156
ACSA1,14,Good,Good,Bronx,-73.847232,40.863795
QURU,30,Good,Raised,Bronx,-73.875823,40.897557
ACSA1,27,Good,Raised,Bronx,-73.847232,40.863795
GLTR,11,Excellent,Raised,Bronx,-73.85298,40.887082
QURU,24,Good,Raised,Bronx,-73.875903,40.897548
QURU,30,Good,Raised,Bronx,-73.875903,40.897548
ACPL,14,Good,Raised,Bronx,-73.847231,40.863842
GIBI,4,Good,Good,Bronx,1,1
ACRU,17,Excellent,Raised,Bronx,-73.852924,40.887064
QURU,26,Good,Raised,Bronx,-73.874835,40.898433
QURU,33,Good,Raised,Bronx,-73.874835,40.898433
QURU,36,Good,Raised,Bronx,-73.874835,40.898433
AIAL,3,Excellent,Raised,Bronx,-73.85281,40.887028
QURU,28,Good,Raised,Bronx,-73.874835,40.898433
QURU,23,Good,Raised,Bronx,-73.874835,40.898433
ACSA1,23,Good,Raised,Bronx,-73.847227,40.863987
ACPS,11,Dead,Good,Bronx,-73.847222,40.864134
QUPA,27,Good,Good,Bronx,-73.876135,40.896865
ACPS,32,Good,Raised,Bronx,-73.847219,40.864229
QUPA,28,Good,Good,Bronx,-73.876135,40.896865
ACPS,28,Good,Raised,Bronx,-73.84721,40.86452
PS,0,Planting Space,Good,Bronx,-73.876129,40.897261
ACSA1,18,Good,Raised,Bronx,-73.847204,40.864714
QUPA,35,Good,Raised,Bronx,-73.876129,40.897261
ACRU,15,Excellent,Raised,Bronx,-73.851021,40.886535
PS,0,Planting Space,Good,Bronx,-73.876129,40.897261
ACPL,12,Good,Raised,Bronx,-73.847203,40.864762
PS,0,Planting Space,Good,Bronx,-73.875978,40.897452
ACRU,16,Excellent,Raised,Bronx,-73.851021,40.886535
TICO,25,Excellent,Good,Bronx,-73.851277,40.886122
PS,0,Planting Space,Good,Bronx,-73.864947,40.898528
ACPL,15,Poor,Good,Bronx,-73.864947,40.898528
AIAL,3,Excellent,Good,Bronx,-73.851277,40.886122
ACPL,11,Poor,Good,Bronx,-73.864852,40.898538
ACPL,15,Excellent,Good,Bronx,-73.864852,40.898538
ACPL,15,Good,Raised,Bronx,-73.864781,40.898546
PYCA,4,Good,Good,Bronx,1,1
SOJA,5,Good,Good,Bronx,-73.864758,40.898548
ACPL,1,Good,Good,Bronx,-73.864758,40.898548
FRPE,5,Good,Good,Bronx,-73.864758,40.898548
PS,0,Planting Space,Good,Bronx,-73.863733,40.898744
PS,0,Planting Space,Good,Bronx,-73.863733,40.898744
PLAC,5,Good,Good,Bronx,1,1
PS,0,Planting Space,Good,Bronx,-73.863733,40.898744
QUPA,7,Good,Good,Bronx,-73.867686,40.844871
PLAC,5,Good,Good,Bronx,1,1
PS,0,Planting Space,Good,Bronx,-73.86471,40.898553
PLAC,9,Good,Good,Bronx,-73.867825,40.845399
PLAC,4,Good,Good,Bronx,1,1
UNKDEAD,6,Dead,Good,Bronx,-73.847179,40.865603
PLAC,7,Good,Good,Bronx,-73.86785,40.845495
PLAC,19,Good,Good,Bronx,1,1
TICO,9,Good,Good,Bronx,-73.847164,40.866179
ACPS,11,Good,Good,Bronx,-73.867939,40.845832
TICO,7,Good,Good,Bronx,-73.847177,40.865671
TICO,13,Good,Raised,Bronx,-73.847175,40.865736
PLAC,15,Good,Good,Bronx,1,1
TICO,13,Good,Good,Bronx,-73.847172,40.865846
ACSA2,5,Excellent,Good,Bronx,-73.851664,40.885509
ACPL,20,Good,Good,Bronx,-73.86828,40.847448
TICO,14,Good,Raised,Bronx,-73.847172,40.86587
TICO,11,Good,Raised,Bronx,-73.847171,40.865914
TICO,5,Good,Good,Bronx,-73.868269,40.847503
ACGI,3,Good,Good,Bronx,-73.864758,40.898548
CEOC,4,Poor,Good,Bronx,1,1
PS,0,Planting Space,Good,Bronx,-73.864781,40.898546
TICO,12,Good,Good,Bronx,-73.847169,40.865958
ACPL,7,Good,Good,Bronx,-73.868269,40.847503
TICO,11,Unknown,Good,Bronx,-73.847168,40.866001
ACRU,11,Poor,Good,Bronx,-73.868216,40.847778
